Gene,Dataset,Trait,Method,HGNC,Transcript,Chromosome,Start,End,Biotype,Z,P,"Permutation P",R2,"Top GWAS SNP","Top GWAS P",Screen.P,"Screening Adjusted P","Confirmation P"
ENSG00000120868,Developmental,NTSM,isoTWAS,APAF1,ENST00000550527,12,98645290,98735433,protein_coding,3.397,0.00068129,0.000999001,0.039992272,rs10860347,0.00068129,0.000189520686105275,0.00129330839452559,0.00204387
ENSG00000172262,Developmental,ALZ,isoTWAS,ZNF131,ENST00000504359,5,43065176,43192021,protein_coding,3.886584854,0.000101664,0.006993007,0.030131201,rs316411,0.00068129,0.0012411926959346,0.00497633938604678,0.001321632
ENSG00000172239,Developmental,ALZ,isoTWAS,PAIP1,ENST00000504075,5,43526267,43557758,protein_coding,-3.69821419,0.000217122,0.003996004,0.076673675,rs316411,0.00068129,0.00102278515947443,0.00436109106704301,0.001302732
ENSG00000178719,Developmental,CDG,isoTWAS,GRINA,ENST00000530898,8,143990056,143993415,protein_coding,-3.694688758,0.000220156,0.000999001,0.019645823,rs1735192,0.00068129,0.000379822412698918,0.00214935270636319,0.00110078
ENSG00000187954,Developmental,CDG,isoTWAS,ZFTRAF1,ENST00000424149,8,144449582,144462871,protein_coding,4.16738979,3.08E-05,0.003996004,0.031558768,rs1735192,0.00068129,0.000130461358438505,0.000979048450685995,0.0002464
ENSG00000147789,Developmental,CDG,isoTWAS,ZNF7,ENST00000532382,8,144827518,144847509,protein_coding,-4.316181586,1.59E-05,0.001998002,0.018584918,rs1735192,0.00068129,5.9578829605036E-05,0.00054110451941231,0.0001431
ENSG00000167701,Developmental,CDG,isoTWAS,GPT,ENST00000531330,8,144502973,144507174,protein_coding,-4.171750995,3.02E-05,0.007992008,0.031337831,rs1735192,0.00068129,5.12495175570159E-05,0.000482002309937459,9.06E-05
ENSG00000167701,Developmental,CDG,isoTWAS,GPT,ENST00000527165,8,144502973,144507174,protein_coding,4.179487798,2.92E-05,0.021978022,0.010171047,rs1735192,0.00068129,5.12495175570159E-05,0.000482002309937459,8.76E-05
ENSG00000179698,Developmental,CDG,isoTWAS,WDR97,ENST00000528691,8,144107726,144118328,protein_coding,-4.860094813,1.17E-06,0.000999001,0.016341786,rs1735192,0.00068129,4.63740261035535E-06,6.84122858578839E-05,3.51E-06
ENSG00000271698,Developmental,CDG,isoTWAS,,ENST00000531225,8,144353228,144355609,protein_coding,3.397000352,0.000681289,0.027972028,0.022900733,rs1735192,0.00068129,0.000681288999999991,0.00328120655655024,0
ENSG00000286681,Developmental,CDG,isoTWAS,,ENST00000664211,8,144854875,144869489,lncRNA,4.05584607,5E-05,0.048951049,0.073863509,rs1735192,0.00068129,5.00000000000305E-05,0.000473562206573059,0
ENSG00000204791,Developmental,CDG,isoTWAS,SMPD5,ENST00000528912,8,144049079,144051655,transcribed_unitary_pseudogene,4.271020642,1.95E-05,0.010989011,0.016316254,rs1735192,0.00068129,1.95000000000118E-05,0.000226410431654813,0
ENSG00000116016,Developmental,CortTH,isoTWAS,EPAS1,ENST00000463191,2,46293667,46386697,protein_coding,-3.392185511,0.000693375,0.002997003,0.022040859,rs12474201,0.000683784,0.00199745826461963,0.00684873144947871,0.00138675
ENSG00000169660,Developmental,BP,isoTWAS,HEXD,ENST00000644886,17,82418318,82442645,protein_coding,3.29934686,0.000969101,0.007992008,0.039302173,rs4502283,0.000686286,0.00355727317746997,0.010088560210008,0.008721909
ENSG00000141556,Developmental,BP,isoTWAS,TBCD,ENST00000571618,17,82752042,82945914,protein_coding,3.668795299,0.000243696,0.002997003,0.016487828,rs4502283,0.000686286,0.00323488431855628,0.00947224613134977,0.00487392
ENSG00000141542,Developmental,BP,isoTWAS,RAB40B,ENST00000572603,17,82654973,82698698,protein_coding,3.501181062,0.000463201,0.007992008,0.019568906,rs4502283,0.000686286,0.00262458927254939,0.00824892819273119,0.003705608
ENSG00000141562,Developmental,BP,isoTWAS,NARF,ENST00000581743,17,82458180,82490537,protein_coding,-3.785167654,0.000153605,0.006993007,0.026892559,rs4502283,0.000686286,0.00280564026640182,0.00863467358113251,0.002918495
ENSG00000175564,Developmental,AN,isoTWAS,UCP3,ENST00000544614,11,74000277,74009085,protein_coding,-3.708651643,0.000208366,0.000999001,0.12845787,rs1726743,0.000686286,0.0006684643151429,0.0032354512649384,0.000625098
ENSG00000198399,Developmental,BP,isoTWAS,ITSN2,ENST00000416160,2,24202864,24360536,protein_coding,3.5579471,0.000373765,0.007992008,0.010793824,rs17046015,0.000688797,0.000539959774066797,0.00277794414844247,0.00299012
ENSG00000139687,Developmental,PANIC,isoTWAS,RB1,ENST00000484879,13,48303744,48599436,protein_coding,3.391069219,0.000696205,0.008991009,0.03454828,rs2765074,0.000688797,0.00270236044599207,0.00841802375385774,0.00278482
ENSG00000078747,Developmental,SCZ,isoTWAS,ITCH,ENST00000374864,20,34363235,34511773,protein_coding,-4.143390855,3.42E-05,0.001998002,0.031338313,rs6087588,0.000688797,6.54167031325326E-06,9.0857157646811E-05,0.0003078
ENSG00000105483,Developmental,MDD,isoTWAS,CARD8,ENST00000651546,19,48180770,48255946,protein_coding,3.648402474,0.000263876,0.01998002,0.041853148,rs3745760,0.000691316,0.00202873246251605,0.00692067495509334,0.00527752
ENSG00000103056,Developmental,NTSM,isoTWAS,SMPD3,ENST00000561749,16,68358327,68448508,protein_coding,-3.721252174,0.000198237,0.023976024,0.024035643,rs35316276,0.000691316,8.12508691705873E-05,0.000689305975389114,0.00198237
ENSG00000102904,Developmental,NTSM,isoTWAS,TSNAXIP1,ENST00000415766,16,67806765,67832148,protein_coding,3.678421008,0.000234682,0.012987013,0.026418521,rs35316276,0.000691316,0.00033790492761726,0.00197231378908317,0.00117341
ENSG00000204564,Developmental,ICV,isoTWAS,C6orf136,ENST00000460172,6,30647039,30653210,protein_coding,-3.592660534,0.000327319,0.01998002,0.02196678,rs2855804,0.000691316,4.67452127394644E-10,2.25200295045438E-08,0.000654638
ENSG00000039068,Developmental,NTSM,isoTWAS,CDH1,ENST00000261769,16,68737292,68835537,protein_coding,-3.692444702,0.000222109,0.014985015,0.024639269,rs35316276,0.000691316,0.000305058859076002,0.00183981499500284,0.000222109
ENSG00000108474,Developmental,NTSM,isoTWAS,PIGL,ENST00000613719,17,16217191,16351797,protein_coding,-4.014798708,5.95E-05,0.002997003,0.02986835,rs12945855,0.000693844,0.000561106316470336,0.00285218735165819,0.0005355
ENSG00000131697,Developmental,CDG,isoTWAS,NPHP4,ENST00000489180,1,5862811,5992473,protein_coding,-3.391,0.000696381,0.000999001,0.017833197,rs11122109,0.000696381,0.000135204003417928,0.00100509323406814,0.006267429
ENSG00000131697,Developmental,CDG,isoTWAS,NPHP4,ENST00000460696,1,5862811,5992473,protein_coding,-3.391,0.000696381,0.000999001,0.028138644,rs11122109,0.000696381,0.000135204003417928,0.00100509323406814,0.006267429
ENSG00000104497,Developmental,MDD,isoTWAS,SNX16,ENST00000520618,8,81799581,81842866,protein_coding,3.81371687,0.000136892,0.005994006,0.026885653,rs2600604,0.000696381,0.000303997505045662,0.00183409933978764,0.000821352
ENSG00000104497,Developmental,MDD,isoTWAS,SNX16,ENST00000396330,8,81799581,81842866,protein_coding,3.81371687,0.000136892,0.001998002,0.048209995,rs2600604,0.000696381,0.000303997505045662,0.00183409933978764,0.000821352
ENSG00000104497,Developmental,MDD,isoTWAS,SNX16,ENST00000345957,8,81799581,81842866,protein_coding,3.81371687,0.000136892,0.000999001,0.065779794,rs2600604,0.000696381,0.000303997505045662,0.00183409933978764,0.000821352
ENSG00000258083,Developmental,BV,isoTWAS,OR9A4,ENST00000641559,7,141916399,141920625,protein_coding,-3.340994315,0.000834789,0.000999001,0.036185083,rs13438609,0.000696381,0.00083478900000001,0.00379598670437119,0
ENSG00000100379,Developmental,PTSD,isoTWAS,KCTD17,ENST00000478231,22,37051739,37063390,protein_coding,-3.39,0.000698926,0.000999001,0.012918821,rs7286335,0.000698926,0.00179712732823214,0.00638148249732421,0.004892482
ENSG00000100379,Developmental,PTSD,isoTWAS,KCTD17,ENST00000456470,22,37051739,37063390,protein_coding,3.39,0.000698926,0.000999001,0.029342804,rs7286335,0.000698926,0.00179712732823214,0.00638148249732421,0.004892482
ENSG00000100379,Developmental,PTSD,isoTWAS,KCTD17,ENST00000483389,22,37051739,37063390,protein_coding,-3.39,0.000698926,0.000999001,0.03612203,rs7286335,0.000698926,0.00179712732823214,0.00638148249732421,0.004892482
ENSG00000111674,Developmental,BV,isoTWAS,ENO2,ENST00000535366,12,6913745,6923698,protein_coding,-3.419080028,0.000628332,0.004995005,0.063932247,rs11615946,0.00070148,0.00285422128201325,0.00873021389269165,0.00628332
ENSG00000005486,Developmental,NTSM,isoTWAS,RHBDD2,ENST00000476218,7,75842602,75888926,protein_coding,-3.550770817,0.000384105,0.000999001,0.033249474,rs10952840,0.000704043,0.000971633920982976,0.00420858825838547,0.00153642
ENSG00000136110,Developmental,CDG,isoTWAS,CNMD,ENST00000431550,13,52703264,52739820,protein_coding,3.388,0.000704043,0.000999001,0.03781634,rs1407687,0.000704043,0.00104916481239119,0.00444888883530777,0.001408086
ENSG00000136110,Developmental,CDG,isoTWAS,CNMD,ENST00000377962,13,52703264,52739820,protein_coding,3.388,0.000704043,0.000999001,0.134563904,rs1407687,0.000704043,0.00104916481239119,0.00444888883530777,0.001408086
ENSG00000100934,Developmental,ASD,isoTWAS,SEC23A,ENST00000555425,14,39031919,39109646,protein_coding,-3.649869882,0.000262373,0.002997003,0.020652848,rs10143148,0.000704043,0.00107154747506053,0.00450709009643,0.001311865
ENSG00000164219,Developmental,BP,isoTWAS,PGGT1B,ENST00000419445,5,115204012,115262877,protein_coding,-3.387,0.000706614,0.000999001,0.014362239,rs11738500,0.000706614,0.000127729434301077,0.000962383445464561,0.002826456
ENSG00000164219,Developmental,BP,isoTWAS,PGGT1B,ENST00000503638,5,115204012,115262877,protein_coding,-3.387,0.000706614,0.000999001,0.043410213,rs11738500,0.000706614,0.000127729434301077,0.000962383445464561,0.002826456
ENSG00000234617,Developmental,ASD,isoTWAS,SNRK-AS1,ENST00000422681,3,43346923,43352152,lncRNA,4.158247639,3.21E-05,0.000999001,0.035091132,rs6808448,0.000706614,6.36471578900043E-05,0.000572257092583164,3.21E-05
ENSG00000163568,Developmental,SCZ,isoTWAS,AIM2,ENST00000368129,1,159061599,159187843,protein_coding,-4.452644057,8.48E-06,0.043956044,0.026776677,rs16841832,0.000709194,2.51180224613769E-05,0.000276441420849755,1.696E-05
ENSG00000163568,Developmental,SCZ,isoTWAS,AIM2,ENST00000368130,1,159061599,159187843,protein_coding,3.397818582,0.000679254,0.000999001,0.061079354,rs16841832,0.000709194,2.51180224613769E-05,0.000276441420849755,0.001358508
ENSG00000167515,Developmental,BV,isoTWAS,TRAPPC2L,ENST00000563514,16,88856220,88862686,protein_coding,-3.32958772,0.000869747,0.007992008,0.058786508,rs11117362,0.000711783,0.000130487218379427,0.000979048450685995,0.005218482
ENSG00000162433,Developmental,CDG,isoTWAS,AK4,ENST00000479060,1,65147549,65232145,protein_coding,3.383,0.000716986,0.000999001,0.036797065,rs7548408,0.000716986,0.00186372696713371,0.00654066375255593,0.002150958
ENSG00000156970,Developmental,BV,isoTWAS,BUB1B,ENST00000558972,15,40161023,40221123,protein_coding,3.886456751,0.000101718,0.002997003,0.022947064,rs733299,0.000716986,0.000544793737967949,0.00279924423338578,0.000813744
ENSG00000138411,Developmental,SCZ,isoTWAS,HECW2,ENST00000645468,2,196189099,196593684,protein_coding,3.383,0.000716986,0.000999001,0.011503006,rs17244073,0.000716986,0.000219676801324496,0.00144230413053113,0.009320818
ENSG00000138411,Developmental,SCZ,isoTWAS,HECW2,ENST00000642884,2,196189099,196593684,protein_coding,-3.383,0.000716986,0.000999001,0.017942263,rs17244073,0.000716986,0.000219676801324496,0.00144230413053113,0.009320818
ENSG00000138411,Developmental,SCZ,isoTWAS,HECW2,ENST00000260983,2,196189099,196593684,protein_coding,3.383,0.000716986,0.000999001,0.04124352,rs17244073,0.000716986,0.000219676801324496,0.00144230413053113,0.009320818
ENSG00000138411,Developmental,SCZ,isoTWAS,HECW2,ENST00000644256,2,196189099,196593684,protein_coding,-3.383,0.000716986,0.000999001,0.045557085,rs17244073,0.000716986,0.000219676801324496,0.00144230413053113,0.009320818
ENSG00000145014,Developmental,CDG,isoTWAS,TMEM44,ENST00000430601,3,194587673,194633689,protein_coding,-3.407693451,0.000655145,0.003996004,0.025565208,rs2686434,0.000719601,0.00472962685540331,0.0120649649888599,0.007206595
ENSG00000124772,Developmental,NTSM,isoTWAS,CPNE5,ENST00000633280,6,36740775,36839444,protein_coding,3.382,0.000719601,0.000999001,0.013157982,rs9349017,0.000719601,0.00142443298846944,0.00545128659350636,0.003598005
ENSG00000124772,Developmental,NTSM,isoTWAS,CPNE5,ENST00000634222,6,36740775,36839444,protein_coding,-3.382,0.000719601,0.000999001,0.026017028,rs9349017,0.000719601,0.00142443298846944,0.00545128659350636,0.003598005
ENSG00000124772,Developmental,NTSM,isoTWAS,CPNE5,ENST00000459703,6,36740775,36839444,protein_coding,3.382,0.000719601,0.000999001,0.034750017,rs9349017,0.000719601,0.00142443298846944,0.00545128659350636,0.003598005
ENSG00000143418,Developmental,ICV,isoTWAS,CERS2,ENST00000559020,1,150960583,150975003,protein_coding,-3.312728476,0.000923906,0.011988012,0.015865053,rs3790515,0.000722225,0.0005856314786593,0.00293890125437887,0.003695624
ENSG00000109103,Developmental,CDG,isoTWAS,UNC119,ENST00000484980,17,28546708,28552631,protein_coding,-3.549669829,0.000385715,0.006993007,0.054925953,rs8075200,0.000722225,0.00207970822292169,0.00703361504814191,0.001928575
ENSG00000164609,Developmental,PANIC,isoTWAS,SLU7,ENST00000521190,5,160401641,160421711,protein_coding,3.457384857,0.000545445,0.02997003,0.018420999,rs961265,0.000724858,0.00112123093242878,0.0046506157847515,0.002727225
ENSG00000164609,Developmental,PANIC,isoTWAS,SLU7,ENST00000520664,5,160401641,160421711,protein_coding,3.457384857,0.000545445,0.022977023,0.023914909,rs961265,0.000724858,0.00112123093242878,0.0046506157847515,0.002727225
ENSG00000262223,Developmental,CDG,isoTWAS,LINC03048,ENST00000570301,17,81375144,81385464,lncRNA,3.38,0.000724858,0.000999001,0.016851294,rs9902224,0.000724858,0.000378328062250654,0.00214616400585705,0.002174574
ENSG00000262223,Developmental,CDG,isoTWAS,LINC03048,ENST00000574041,17,81375144,81385464,lncRNA,3.38,0.000724858,0.000999001,0.020964387,rs9902224,0.000724858,0.000378328062250654,0.00214616400585705,0.002174574
ENSG00000262223,Developmental,CDG,isoTWAS,LINC03048,ENST00000570929,17,81375144,81385464,lncRNA,-3.38,0.000724858,0.000999001,0.027009238,rs9902224,0.000724858,0.000378328062250654,0.00214616400585705,0.002174574
ENSG00000100462,Developmental,SCZ,isoTWAS,PRMT5,ENST00000556426,14,22920525,22929408,protein_coding,3.371933854,0.000746424,0.001998002,0.022201485,rs1955561,0.000724858,0.00448989423910499,0.0116927212401416,0.008210664
ENSG00000196376,Developmental,ASD,isoTWAS,SLC35F1,ENST00000360388,6,117907264,118317676,protein_coding,-3.513896786,0.000441584,0.001998002,0.0164928,rs9489468,0.000730151,0.000881303016381976,0.00393453648171196,0.000441584
ENSG00000127948,Developmental,NTSM,isoTWAS,POR,ENST00000493973,7,75899200,75986855,protein_coding,-3.377,0.000732811,0.000999001,0.011901619,rs10235738,0.000732811,0.000994711310515154,0.00427448461847711,0.010992165
ENSG00000127948,Developmental,NTSM,isoTWAS,POR,ENST00000496888,7,75899200,75986855,protein_coding,-3.377,0.000732811,0.000999001,0.029965643,rs10235738,0.000732811,0.000994711310515154,0.00427448461847711,0.010992165
ENSG00000127948,Developmental,NTSM,isoTWAS,POR,ENST00000421059,7,75899200,75986855,protein_coding,-3.377,0.000732811,0.000999001,0.032033992,rs10235738,0.000732811,0.000994711310515154,0.00427448461847711,0.010992165
ENSG00000127948,Developmental,NTSM,isoTWAS,POR,ENST00000426184,7,75899200,75986855,protein_coding,3.377,0.000732811,0.000999001,0.042945865,rs10235738,0.000732811,0.000994711310515154,0.00427448461847711,0.010992165
ENSG00000121892,Developmental,NTSM,isoTWAS,PDS5A,ENST00000506262,4,39822863,39977956,protein_coding,3.377,0.000732811,0.000999001,0.012171531,rs278986,0.000732811,0.000891913147465815,0.00396545076775504,0.006595299
ENSG00000121892,Developmental,NTSM,isoTWAS,PDS5A,ENST00000507766,4,39822863,39977956,protein_coding,-3.377,0.000732811,0.000999001,0.017721313,rs278986,0.000732811,0.000891913147465815,0.00396545076775504,0.006595299
ENSG00000121892,Developmental,NTSM,isoTWAS,PDS5A,ENST00000503696,4,39822863,39977956,protein_coding,-3.377,0.000732811,0.000999001,0.017801573,rs278986,0.000732811,0.000891913147465815,0.00396545076775504,0.006595299
ENSG00000121892,Developmental,NTSM,isoTWAS,PDS5A,ENST00000512643,4,39822863,39977956,protein_coding,3.377,0.000732811,0.000999001,0.02404325,rs278986,0.000732811,0.000891913147465815,0.00396545076775504,0.006595299
ENSG00000121892,Developmental,NTSM,isoTWAS,PDS5A,ENST00000507020,4,39822863,39977956,protein_coding,3.377,0.000732811,0.000999001,0.025788184,rs278986,0.000732811,0.000891913147465815,0.00396545076775504,0.006595299
ENSG00000121892,Developmental,NTSM,isoTWAS,PDS5A,ENST00000508625,4,39822863,39977956,protein_coding,-3.377,0.000732811,0.000999001,0.027251466,rs278986,0.000732811,0.000891913147465815,0.00396545076775504,0.006595299
ENSG00000121892,Developmental,NTSM,isoTWAS,PDS5A,ENST00000503396,4,39822863,39977956,protein_coding,3.377,0.000732811,0.000999001,0.044849697,rs278986,0.000732811,0.000891913147465815,0.00396545076775504,0.006595299
ENSG00000121892,Developmental,NTSM,isoTWAS,PDS5A,ENST00000513798,4,39822863,39977956,protein_coding,3.377,0.000732811,0.000999001,0.081996172,rs278986,0.000732811,0.000891913147465815,0.00396545076775504,0.006595299
ENSG00000230795,Developmental,MDD,isoTWAS,HLA-K,ENST00000430151,6,29926459,29929232,unprocessed_pseudogene,-4.684326001,2.81E-06,0.010989011,0.383089595,rs9258158,0.000732811,2.81000000006191E-06,4.55327208845373E-05,0
ENSG00000146648,Developmental,BV,isoTWAS,EGFR,ENST00000450046,7,55019017,55211628,protein_coding,-3.456724174,0.000546784,0.013986014,0.054476169,rs11766623,0.000735479,1.11425077724617E-05,0.000142948277376598,0.001640352
ENSG00000248049,Developmental,SCZ,isoTWAS,UBA6-DT,ENST00000665294,4,67701209,68080952,lncRNA,-3.32135262,0.000895823,0.010989011,0.477099671,rs11733835,0.000735479,0.00052854825214231,0.00272967687722392,0.011645699
ENSG00000167775,Developmental,OCD,isoTWAS,CD320,ENST00000301458,19,8302127,8308358,protein_coding,-3.723955635,0.000196125,0.002997003,0.071759089,rs4147644,0.000738157,0.000465981242029094,0.00250322066322792,0.0007845
ENSG00000167775,Developmental,OCD,isoTWAS,CD320,ENST00000596002,19,8302127,8308358,protein_coding,3.747531871,0.000178583,0.003996004,0.067723799,rs4147644,0.000738157,0.000465981242029094,0.00250322066322792,0.000714332
ENSG00000135205,Developmental,AN,isoTWAS,CCDC146,ENST00000285871,7,77122434,77329533,protein_coding,-3.374562508,0.000739331,0.000999001,0.015086467,rs10952841,0.000740844,0.000842209326141522,0.0038191672701877,0.002217993
ENSG00000135205,Developmental,AN,isoTWAS,CCDC146,ENST00000461882,7,77122434,77329533,protein_coding,-3.374562508,0.000739331,0.000999001,0.025328179,rs10952841,0.000740844,0.000842209326141522,0.0038191672701877,0.002217993
